,Episode Lengths,Episode Rewards
87,494.0,-106.21485554124632
88,354.0,-110.77055582277681
89,305.0,1006.7255610664395
90,488.0,-105.1473904485724
91,501.0,-103.03586527841384
92,501.0,-92.55242634170813
93,501.0,-90.77116828127637
94,290.0,1008.510374081199
95,69.0,1002.0300686618193
96,1.0,1000.0
97,501.0,-97.6869744375609
98,187.0,1006.6334251134127
99,250.0,1004.964926885985
100,501.0,-83.64030051082933
101,501.0,-106.23681262209817
102,456.0,1004.9324805090055
103,239.0,1011.9215055146404
104,278.0,1006.8288696176784
105,34.0,1002.7830052008701
106,12.0,1001.2881983674386
107,127.0,-104.3461528563901
108,1.0,1000.0
109,245.0,1003.7348799360102
110,1.0,1000.0
111,476.0,1008.0842933137601
112,30.0,1001.9616325811566
113,501.0,-93.40561256326497
114,491.0,1009.9254661148866
115,1.0,1000.0
116,190.0,-105.19819712625363
117,300.0,-102.40679265145928
118,429.0,1005.5035765081282
119,501.0,-102.91167202634048
120,143.0,-108.16085728752233
121,458.0,1009.8060690078003
122,197.0,-114.452614371175
123,467.0,1012.9062740161654
124,1.0,1000.0
125,425.0,1020.4430865768351
126,501.0,-95.48385801061336
127,201.0,-112.78439798888189
128,154.0,1003.4078700405421
129,210.0,-102.76783199565119
130,360.0,1010.2786803499744
131,1.0,1000.0
132,501.0,-106.59786776230763
133,217.0,-107.27957305232076
134,314.0,1007.4400780336574
135,501.0,-91.79002115405403
136,313.0,1016.1576240972321
137,328.0,-110.0202168679086
138,1.0,1000.0
139,347.0,-108.51840347341852
140,1.0,1000.0
141,501.0,-90.75213370521156
142,501.0,-94.50002541559905
143,501.0,-101.05195836168923
144,359.0,-94.24244751666292
145,501.0,-107.23625848340473
146,308.0,-108.2814254642957
147,1.0,1000.0
148,1.0,1000.0
149,195.0,-112.37894606106362
150,461.0,-115.1324757239596
151,189.0,1005.36829686909
152,1.0,1000.0
153,202.0,-107.08918895771907
154,237.0,1008.3733626488303
155,501.0,-104.89697236238223
156,1.0,1000.0
157,501.0,-99.67187389552679
158,401.0,1009.6080980446495
159,501.0,-103.77585878128664
160,76.0,1002.52
161,501.0,-94.33361111196014
162,1.0,1000.0
163,501.0,-94.59980463635979
164,231.0,1002.0935156714011
165,64.0,1004.528464995932
166,501.0,-99.05564497887916
167,257.0,1009.9139338940093
168,23.0,1001.9889397675744
169,68.0,1001.0216277645203
170,180.0,-108.15909442995896
171,1.0,1000.0
172,384.0,1019.926036194861
173,452.0,-100.7033775976715
174,495.0,-106.26093057530399
175,1.0,1000.0
176,127.0,1002.5900437302948
177,1.0,1000.0
178,501.0,-99.686300381938
179,501.0,-90.73903931060958
180,501.0,-93.13554983608384
181,501.0,-90.57517645222916
182,170.0,1007.9118043395338
183,501.0,-96.63256229303258
184,234.0,1004.8068286899614
185,153.0,1008.0857586354253
186,262.0,-105.46642940299834
187,190.0,1007.3370899379013
188,489.0,1013.3666089801255
189,501.0,-101.45892727013528
190,1.0,1000.0
191,1.0,1000.0
192,1.0,1000.0
193,461.0,1011.3931153345383
194,174.0,-99.94247164740123
195,501.0,-86.9671190149509
196,116.0,1006.7145435606474
197,501.0,-100.75401733580063
198,193.0,-103.12830764215859
199,491.0,1003.3686189106439
200,158.0,1011.2913496794857
201,266.0,1002.4523160231278
202,265.0,-109.66419472555339
203,125.0,1003.3655305654404
204,237.0,-104.04765084113997
205,195.0,-107.19899472947917
206,108.0,1003.0074901469449
207,153.0,-108.1554576656815
208,250.0,1005.7730907095588
209,296.0,-105.69250966903385
210,64.0,-106.6473123599202
211,1.0,1000.0
212,368.0,-101.54857085756323
213,430.0,1003.115954163137
214,457.0,1005.5617977651018
215,141.0,1008.5508406696646
216,375.0,1003.8682956034992
217,63.0,-106.27149434608349
218,501.0,-91.67882849139468
219,196.0,-109.09388018865525
220,338.0,1016.2762363576581
221,238.0,1007.507607709189
222,129.0,1008.2866568467249
223,182.0,1009.0435454175332
224,501.0,-94.91651660960274
225,443.0,1014.3372795856609
226,156.0,-109.0648793205947
227,450.0,-110.90129363121434
228,350.0,1010.062090975496
229,444.0,1005.8088582440193
230,408.0,1008.5755021785945
231,1.0,1000.0
232,501.0,-104.90763029862839
233,501.0,-96.67844634087338
234,501.0,-93.54568446054225
235,348.0,-105.05469033495567
236,501.0,-93.03160562677103
237,501.0,-95.06054015378035
238,1.0,1000.0
239,501.0,-94.8161569584512
240,501.0,-86.49263277880297
241,1.0,1000.0
242,501.0,-92.51895339564167
243,94.0,1001.356236128385
244,1.0,1000.0
245,1.0,1000.0
246,244.0,1004.7814841297364
247,225.0,1011.3607685125805
248,334.0,1005.8925202769151
249,386.0,-107.9540949893314
250,244.0,1009.6406032849764
251,1.0,1000.0
252,501.0,-89.94617000116833
253,501.0,-91.89230711656717
254,403.0,1014.4916477807001
255,501.0,-90.58616839017482
256,246.0,-106.99089222845215
257,424.0,1003.5741323570625
258,1.0,1000.0
259,501.0,-87.38546520434608
260,434.0,1016.4722187145521
261,334.0,1006.3389324948118
262,225.0,-104.49183132100511
263,115.0,1006.1949717608559
264,82.0,1002.3989154855379
265,235.0,-106.03282679870146
266,171.0,1007.3856315163345
267,501.0,-98.59743217384658
268,273.0,1008.5185026486953
269,95.0,-104.22972290055365
270,1.0,1000.0
271,501.0,-89.6789097624276
272,385.0,-107.77246254788503
273,174.0,1008.3234179312391
274,501.0,-107.60606193901685
275,372.0,-110.58366276092767
276,501.0,-98.60409728788699
277,129.0,1004.8396640514927
278,501.0,-92.7309923886109
279,501.0,-105.43033809355246
280,479.0,-93.1157428009237
281,1.0,1000.0
282,1.0,1000.0
283,501.0,-95.27376459237836
284,501.0,-95.62303319018812
285,387.0,-104.51842865677408
286,501.0,-110.88999438230762
287,323.0,1006.8287670350248
288,495.0,1010.0482755259749
289,501.0,-102.26083811328921
290,1.0,1000.0
291,418.0,1009.8719316570116
292,222.0,1008.743441516775
293,434.0,1008.8500910822694
294,319.0,1010.4522771980105
295,501.0,-105.25640280499381
296,501.0,-106.98226201086827
297,501.0,-98.88820102387376
298,474.0,1008.4732582445304
299,266.0,1009.1337525706277
300,217.0,-105.63229801954044
301,501.0,-100.11039810545317
302,241.0,-106.96430972414977
303,348.0,1008.772703176144
304,255.0,1008.9516751440353
305,77.0,-101.71199345275289
306,501.0,-99.54623124857696
307,138.0,1001.0165464525653
308,388.0,1015.3521423267417
309,345.0,-109.85454654620791
310,330.0,1010.9817187787452
311,116.0,-101.40017516514698
312,1.0,1000.0
313,312.0,1012.2474951533227
314,1.0,1000.0
315,112.0,1001.1958294305804
316,224.0,1007.0249973409826
317,115.0,1003.976472016849
318,107.0,1003.2712156460556
319,501.0,-94.35660366112826
320,442.0,1006.0497498262979
321,41.0,999.7285021313421
322,417.0,-111.35513696933617
323,404.0,-116.14948187092462
324,501.0,-92.92373295179331
325,500.0,1008.7447843302896
326,219.0,-108.88021885719233
327,161.0,1005.5643530455767
328,12.0,1000.708312809371
329,397.0,-110.41349650906986
330,1.0,1000.0
331,501.0,-94.14565004442416
332,186.0,-106.69443987591266
333,270.0,-105.84734234098923
334,1.0,1000.0
335,501.0,-97.31696994318033
336,300.0,1008.1432044778567
337,468.0,1007.0588457528103
338,501.0,-99.05439304837
339,401.0,-99.39317876607025
340,1.0,1000.0
341,138.0,1002.9578832016449
342,368.0,-112.73668897546781
343,501.0,-111.85786538231629
344,1.0,1000.0
345,420.0,-101.97429245312595
346,1.0,1000.0
347,501.0,-112.95798639481586
348,1.0,1000.0
349,165.0,1006.343459459921
350,501.0,-101.25360872930291
351,436.0,1016.9132304760211
352,55.0,1002.6128700677599
353,501.0,-91.41217804177643
354,92.0,1005.0550421253143
355,272.0,1010.8266092275412
356,1.0,1000.0
357,306.0,-96.71938793280702
358,1.0,1000.0
359,58.0,0.4776053224507235
