,Episode Lengths,Episode Rewards
363,4.0,1000.3150557223764
364,501.0,-92.2077888151236
365,1.0,1000.0
366,64.0,1002.1044640126074
367,139.0,1004.8085456833303
368,1.0,1000.0
369,1.0,1000.0
370,282.0,-114.14619817605225
371,501.0,-101.30089892769668
372,155.0,-101.58482666145557
373,501.0,-101.0306155473269
374,501.0,-106.68998355945756
375,317.0,-104.56500914753997
376,134.0,-104.61430152604576
377,426.0,-105.43681866529047
378,218.0,1012.4013603391588
379,278.0,1003.3027403598863
380,2.0,1000.0503798628017
381,273.0,-107.77019005912464
382,501.0,-94.76761694422152
383,24.0,1002.2161782282823
384,501.0,-109.03788720431628
385,175.0,1005.0760752477145
386,501.0,-110.00750905915763
387,501.0,-113.45210202057451
388,1.0,1000.0
389,501.0,-101.454663754615
390,1.0,1000.0
391,501.0,-107.01222050773686
392,1.0,1000.0
393,18.0,1000.6713287373032
394,188.0,-107.93476393674818
395,501.0,-100.11994154684791
396,367.0,1006.6354077751624
397,302.0,1004.0584748821958
398,383.0,1008.0612544245741
399,1.0,1000.0
400,1.0,1000.0
401,501.0,-88.32741506507143
402,501.0,-95.41369799597672
403,1.0,1000.0
404,501.0,-104.23733386627914
405,501.0,-89.021390891163
406,501.0,-86.46187267186029
407,501.0,-100.07195470762888
408,354.0,-101.43372298257374
409,1.0,1000.0
410,501.0,-111.07517112987665
411,1.0,1000.0
412,501.0,-91.51236581874993
413,1.0,1000.0
414,243.0,1008.3229762922037
415,501.0,-100.7241869567774
416,380.0,1014.0164045916083
417,244.0,-103.34660448753661
418,501.0,-83.43687529129062
419,330.0,-105.27327492064452
420,501.0,-111.69211484122835
421,38.0,1002.7320668369558
422,313.0,1006.3513464718579
423,437.0,-109.16331784065618
424,151.0,1000.7412556244711
425,404.0,1009.0759621839904
426,501.0,-102.93372839195963
427,501.0,-96.19155376440727
428,500.0,-105.99709912116884
429,51.0,1002.3069324544051
430,1.0,1000.0
431,375.0,-107.97802899436113
432,501.0,-101.89972574473408
433,501.0,-101.16350586253523
434,1.0,1000.0
435,1.0,1000.0
436,269.0,-103.9113308568343
437,501.0,-112.66291514603047
438,231.0,-110.74534481884547
439,501.0,-96.07165540710467
440,262.0,1003.6088794209464
441,35.0,999.7787282902993
442,1.0,1000.0
443,404.0,-113.31186986797171
444,395.0,-108.7385922181652
445,501.0,-87.15912968867951
446,251.0,-109.97916124296351
447,1.0,1000.0
448,1.0,1000.0
449,277.0,-107.73093247921692
450,501.0,-102.36992916264893
451,453.0,-100.25634084988354
452,466.0,1014.7622532138656
453,501.0,-96.69766118689893
454,501.0,-94.67895481594698
455,1.0,1000.0
456,219.0,1006.6436315940238
457,31.0,1001.4451398598545
458,252.0,-104.44206202941356
459,280.0,1015.348217675183
460,259.0,-107.50706557491245
461,501.0,-106.15763653711431
462,323.0,-107.68463759817307
463,277.0,-108.46978775649254
464,501.0,-99.99524350465394
465,501.0,-90.04448755683583
466,1.0,1000.0
467,472.0,-105.85187029761786
468,89.0,1003.2141453199253
469,501.0,-99.29009156008858
470,448.0,1015.7658417685515
471,501.0,-107.41753490810743
472,43.0,1001.8073474675612
473,361.0,1013.6184393467098
474,1.0,1000.0
475,239.0,-108.37104884054476
476,379.0,1011.8713289344581
477,42.0,1003.5338033840427
478,501.0,-86.91061226271458
479,315.0,1010.8900643730694
480,383.0,-110.0635853954274
481,501.0,-91.18086481882833
482,394.0,1008.7352060625182
483,311.0,-100.89774404452119
484,11.0,1000.8058741157568
485,242.0,-102.70941646211364
486,311.0,1008.6226105315368
487,413.0,-104.59786204378997
488,281.0,1011.3464745297641
489,186.0,-106.12990717559617
490,458.0,-108.25553013233278
491,111.0,-105.1798464814659
492,468.0,1001.321096965133
493,361.0,-108.52077081232561
494,1.0,1000.0
495,501.0,-108.95105420163284
496,501.0,-95.61635396583252
497,179.0,1003.6394687294404
498,409.0,-114.1079365958158
499,1.0,1000.0
500,1.0,1000.0
501,358.0,1008.4747316140138
502,268.0,-100.96660625215684
503,215.0,-106.80928638644582
504,17.0,1001.3489459131184
505,52.0,1005.1388404814595
506,122.0,1002.6503151778252
507,209.0,1007.9694807400033
508,228.0,1007.8331526630533
509,66.0,1004.8523916099434
510,1.0,1000.0
511,1.0,1000.0
512,256.0,-102.42405467556048
513,429.0,1005.9811905525207
514,121.0,-108.43827064334212
515,501.0,-102.27993261189324
516,501.0,-102.33211516415643
517,501.0,-98.56334914130639
518,1.0,1000.0
519,422.0,-112.40683227059631
520,1.0,1000.0
521,477.0,1007.803252840387
522,501.0,-97.79832399119357
523,280.0,1011.6769250237236
524,501.0,-102.11654399629347
525,381.0,1010.5678279008994
526,184.0,1006.9396379421725
527,279.0,1000.7222360822115
528,279.0,-101.88169205217082
529,484.0,-111.16693466012073
530,1.0,1000.0
531,1.0,1000.0
532,501.0,-102.60089051380542
533,237.0,-103.75370014420494
534,501.0,-107.69932303481193
535,1.0,1000.0
536,1.0,1000.0
537,501.0,-87.27926674098904
538,501.0,-83.1593981941491
539,501.0,-104.02371752055016
540,501.0,-110.33818327379781
541,370.0,-100.41244995693839
542,1.0,1000.0
543,241.0,1012.109758174738
544,256.0,-101.20883303092324
545,501.0,-115.91612702078994
546,1.0,1000.0
547,1.0,1000.0
548,501.0,-92.96841722543388
549,353.0,1013.0340779447072
550,437.0,-110.24753282652779
551,275.0,1007.1504523373674
552,257.0,-108.06695686803852
553,501.0,-105.45237815054017
554,440.0,1014.6803719319306
555,181.0,-109.85090801355949
556,306.0,-102.53646757010091
557,501.0,-99.28037797455166
558,234.0,-102.1886143305668
559,357.0,-107.73580854682045
560,1.0,1000.0
561,277.0,1007.1675414401592
562,501.0,-89.45329872852521
563,441.0,1003.2752234764156
564,501.0,-86.9104122130696
565,501.0,-96.85713547536773
566,300.0,-111.8115760989765
567,501.0,-103.80041221225284
568,252.0,1004.9526995121917
569,269.0,1003.2433376912272
570,1.0,1000.0
571,501.0,-98.78524919634955
572,501.0,-95.75050326402118
573,91.0,1003.325412232444
574,364.0,1011.6456301579641
575,501.0,-98.95850119617226
576,1.0,1000.0
577,501.0,-83.16793889738332
578,328.0,1004.5687030256393
579,266.0,-106.90538704705179
580,127.0,1003.9426205021059
581,1.0,1000.0
582,501.0,-97.05340159389513
583,1.0,1000.0
584,216.0,-103.98087941942406
585,415.0,-112.82557442198335
586,1.0,1000.0
587,328.0,-107.7468919988672
588,26.0,1002.0389736605482
589,260.0,1011.982445807311
590,1.0,1000.0
591,501.0,-102.97877375450254
592,182.0,-103.95668042518953
593,371.0,-110.67239354814271
594,346.0,-105.551169504456
595,394.0,-111.91680748369889
596,501.0,-94.75261617515564
597,501.0,-113.04541709016074
598,501.0,-103.33680268056033
599,464.0,1014.5716297508948
600,236.0,-110.47717615501615
601,283.0,-109.80578972957987
602,461.0,1010.4708961511136
603,206.0,-106.35433396108508
604,134.0,1005.2150693316855
605,1.0,1000.0
606,501.0,-97.98298146215625
607,497.0,-99.6634771129095
608,388.0,1004.7084797279289
609,1.0,1000.0
610,432.0,1004.6495763668441
611,501.0,-111.13334589352482
612,501.0,-115.8974283083985
613,1.0,1000.0
614,256.0,1004.6370279627403
615,469.0,-113.72048521456588
616,224.0,1003.6963335024412
617,486.0,1008.5270668945209
618,501.0,-80.38139399402253
619,209.0,1008.7996679315811
620,178.0,1003.9732614164276
621,35.0,1002.7587039290114
622,501.0,-101.4705089050492
623,501.0,-98.11220245205826
624,501.0,-96.56714668144612
625,501.0,-110.74482917714825
626,24.0,1001.7927535836326
627,5.0,1000.2110012525185
628,1.0,1000.0
629,501.0,-108.497265941508
630,295.0,-108.08081216765584
631,501.0,-95.60551413940982
632,268.0,1004.6062967959311
633,478.0,-106.73661394513242
634,254.0,1003.4285807788527
635,303.0,1001.3726679253584
636,204.0,1005.7463140288958
637,501.0,-112.78541572355168
638,56.0,1000.8532877723211
639,230.0,-103.67256044474958
640,193.0,-106.5021741359004
641,501.0,-89.41442651754856
642,1.0,1000.0
643,501.0,-88.83270718536369
644,73.0,-106.50348191977164
645,501.0,-110.43973503976767
646,285.0,1006.7409377410586
647,128.0,-104.14701795707481
648,317.0,1006.7152333310911
649,154.0,1004.821218932352
650,155.0,1007.3180543488724
651,93.0,1002.5831257029215
652,134.0,-102.20006709793059
653,393.0,-113.11913440248244
654,501.0,-103.29339447948742
655,339.0,1015.1059637078454
656,482.0,1008.6610536689475
657,463.0,-109.34166332708777
658,327.0,-111.32627657457645
659,365.0,1011.5170245092934
660,1.0,1000.0
661,95.0,1004.1070306168285
662,88.0,-106.17897843343229
663,289.0,-114.14227002789245
664,1.0,1000.0
665,177.0,1003.1933325173209
666,501.0,-91.607385070674
667,423.0,-110.51954775254157
668,465.0,-104.82236716652945
669,78.0,1006.8745459596681
670,1.0,1000.0
671,298.0,1008.0195595561424
672,501.0,-112.82417622256315
673,501.0,-119.00638364311261
674,501.0,-105.7289346285339
675,313.0,-101.97153609837956
676,141.0,1005.050365332118
677,154.0,1005.4393861499257
678,359.0,-113.12408540559146
679,255.0,1004.9461725654389
680,403.0,-106.9732035312238
681,223.0,1005.1215348323831
682,129.0,-107.65746566404101
683,197.0,1007.9090223989913
684,501.0,-106.10301555035248
685,86.0,-103.20913333784698
686,228.0,1007.4168496924931
687,501.0,-94.90701320569168
688,235.0,1009.039505467996
689,117.0,1003.2754349207379
690,258.0,-108.09694389335876
691,501.0,-99.18250330036257
692,302.0,-105.4059849117054
693,501.0,-104.93470418550645
694,303.0,-107.02352158613289
695,278.0,-107.52871556869614
696,1.0,1000.0
697,501.0,-89.25249025778751
698,486.0,1011.3993379345989
699,327.0,1007.1310294286272
700,106.0,-102.88707700665256
701,39.0,1000.441455659135
702,279.0,1012.7133941573616
703,501.0,-96.55316245503435
704,501.0,-104.74239964997956
705,1.0,1000.0
706,1.0,1000.0
707,299.0,-108.9585622007492
708,501.0,-95.6459459370299
709,501.0,-99.35448335797777
710,486.0,1015.2985539423687
711,472.0,1004.3168601761663
712,1.0,1000.0
713,501.0,-101.5599655704194
714,501.0,-105.79620725626404
715,489.0,-95.44748991301402
716,32.0,1002.135960591701
717,369.0,1007.2555664144626
718,415.0,-105.06139561425947
719,50.0,1003.5262844732467
720,316.0,-106.38111430846129
721,501.0,-98.7176527027484
722,131.0,1006.2770630741082
723,501.0,-100.19414485138837
724,396.0,1006.0101057099982
725,31.0,1002.3328919968474
726,228.0,-106.50398970910959
727,501.0,-95.63507524381977
728,1.0,1000.0
729,501.0,-90.16685213665565
730,501.0,-105.06518321969351
731,217.0,1010.183444968559
732,1.0,1000.0
733,501.0,-98.83846936062251
734,1.0,1000.0
735,2.0,1000.1009197364629
736,501.0,-105.52001701454208
737,279.0,1007.0576998284025
738,367.0,1009.5178190319843
739,346.0,1007.950759499977
740,149.0,-102.1486764328271
741,163.0,-110.1362886419247
742,377.0,1006.7683402764272
743,501.0,-102.17517987825678
744,1.0,1000.0
745,421.0,1002.1085063037652
746,1.0,1000.0
747,501.0,-104.00906197817827
748,501.0,-106.9104358342856
749,501.0,-98.1943017792173
750,167.0,1005.160554358597
751,501.0,-96.8970327228141
752,188.0,1005.7979455508543
753,209.0,1007.0995267593846
754,501.0,-99.69134892491881
755,224.0,-111.78481693989042
756,8.0,999.8365171044525
757,501.0,-98.10517458977247
758,501.0,-98.5208217309605
759,1.0,1000.0
760,374.0,1006.3122130392331
761,226.0,1009.3920540728546
762,501.0,-94.9723025845197
763,501.0,-98.12306484034835
764,289.0,1003.9902288107173
765,501.0,-98.77225258964528
766,21.0,1000.766045501108
767,236.0,1007.0104681149343
768,166.0,1006.3416238372296
769,161.0,-108.07465103741822
770,501.0,-105.39913296147799
771,501.0,-99.24188137504225
772,262.0,-103.69718195543118
773,501.0,-103.60128454911165
774,84.0,-107.77674428026103
775,367.0,1006.2974478841128
776,70.0,1001.563648354726
777,155.0,1008.6524180514083
778,501.0,-99.57063647404019
779,487.0,1010.9504084962908
780,211.0,-103.16859466247107
781,1.0,1000.0
782,501.0,-107.44647665950683
783,336.0,-110.47756556904969
784,501.0,-102.6877216401436
785,501.0,-97.02873942788862
786,85.0,-109.203762018396
787,369.0,-105.56006979218786
788,1.0,1000.0
789,501.0,-96.0388400959792
790,1.0,1000.0
791,339.0,1015.5742351757959
792,501.0,-98.8637987513575
793,156.0,-105.75457649708895
794,246.0,-116.48907555344167
795,1.0,1000.0
796,1.0,1000.0
797,432.0,-108.81915348288655
798,303.0,1008.436656340571
799,220.0,1013.654570597319
800,358.0,1007.6535652016037
801,151.0,-111.23504513806041
802,39.0,1003.2826663676273
803,501.0,-105.63558907502605
804,183.0,1008.205026038595
805,338.0,1004.8549985677444
806,79.0,-107.4821302907614
807,332.0,1008.9960139129838
808,11.0,1000.9800798024172
809,165.0,-110.82392603076886
810,1.0,1000.0
811,363.0,1000.2717712714584
812,1.0,1000.0
813,501.0,-97.7195107200847
814,482.0,-110.38200412535107
815,190.0,-98.37226329838404
816,116.0,-101.52624959619119
817,228.0,1011.8942766392875
818,501.0,-93.50757439966941
819,501.0,-91.18478502974179
820,501.0,-106.61772978098051
821,100.0,-110.1578628330096
822,501.0,-90.93845352167824
823,1.0,1000.0
824,427.0,-111.78858601210284
825,1.0,1000.0
826,501.0,-102.61495001570806
827,444.0,-112.7698791027675
828,1.0,1000.0
829,1.0,1000.0
830,452.0,1003.3907485000175
831,501.0,-101.84518881366871
832,50.0,1004.0768903092693
833,412.0,-122.31898684155311
834,124.0,-109.86144094357893
835,131.0,-114.00449629849122
836,191.0,1004.7839395727362
837,218.0,-100.39090773770724
838,325.0,1003.6150822496735
839,501.0,-109.12358631184568
840,1.0,1000.0
841,403.0,-104.71875402715953
842,188.0,-106.50025449313839
843,172.0,1008.1626287600297
844,108.0,1012.0406865713213
845,74.0,1004.467165275844
846,301.0,-115.90007646753537
847,222.0,-105.54648206186211
848,394.0,-93.23326352015862
849,1.0,1000.0
850,407.0,-99.0937780570641
851,312.0,-101.23803311460424
852,496.0,1011.8390918130824
853,501.0,-95.40719107850343
854,34.0,1002.7330051370342
855,1.0,1000.0
856,91.0,1002.383101103971
857,501.0,-94.93154098821685
858,210.0,-106.89226308270295
859,269.0,-101.32817802498461
860,199.0,1010.5981998342313
861,501.0,-86.4079729948826
862,97.0,-110.63785480771045
863,288.0,1010.6413914654858
864,1.0,1000.0
865,389.0,-98.92951839945476
866,240.0,-107.79292862993984
867,392.0,-95.46560875589721
868,318.0,-92.23931180022548
869,264.0,-107.0302970494164
870,472.0,-121.61544206010495
871,112.0,1006.6932051726493
872,501.0,-88.18025854152744
873,294.0,-108.63932748016896
874,312.0,-112.48254552724916
875,350.0,1009.808566412685
876,1.0,1000.0
877,179.0,1007.9940761839944
878,399.0,-96.87630452373352
879,404.0,-110.12107470850606
880,1.0,1000.0
881,380.0,-103.44383123076797
882,101.0,-107.19922618236438
883,215.0,-106.2759472503732
884,1.0,1000.0
885,312.0,-94.77510122895234
886,335.0,1010.3056821733409
887,23.0,999.8786956165418
888,1.0,1000.0
889,338.0,-97.94041860717007
890,204.0,-108.45572450834601
891,1.0,1000.0
892,501.0,-97.60038261811864
893,214.0,1002.5308617016526
894,111.0,-100.96429348528898
895,1.0,1000.0
896,1.0,1000.0
897,501.0,-103.90175754478547
898,127.0,1010.5761950204156
899,395.0,-116.71552534550219
900,1.0,1000.0
901,343.0,-99.85095857222348
902,501.0,-99.8244809453158
903,212.0,1006.8085573096276
904,113.0,-112.11286873864222
905,221.0,-119.75850671123816
906,411.0,-104.19494658846298
907,1.0,1000.0
908,1.0,1000.0
909,299.0,1007.6416681276343
910,1.0,1000.0
911,109.0,-110.75840070912575
912,314.0,-119.20235535466597
913,220.0,1009.7763707274279
914,389.0,-112.09612253801801
915,133.0,-110.76586417747599
916,307.0,-112.10315498129589
917,1.0,1000.0
918,264.0,1004.6010445435044
919,186.0,-112.30472652777894
920,116.0,-106.23421365442833
921,265.0,1004.8437021638055
922,118.0,-102.33944248453834
923,447.0,-108.48503777877899
924,441.0,1002.5275963581777
925,501.0,-105.55027637545328
926,434.0,-101.88430708889386
927,126.0,1003.9409085837359
928,495.0,-121.58103614361269
929,1.0,1000.0
930,200.0,1006.2117608259737
931,64.0,-107.44000156870524
932,167.0,1000.6759431212973
933,125.0,-102.7275567046752
934,426.0,-104.94739144452011
935,501.0,-116.26371939687678
936,284.0,-111.23816981707971
937,241.0,-107.70064725581287
938,501.0,-101.12247488929172
939,132.0,-107.99668037467616
940,153.0,1009.9628265592413
941,116.0,1001.6426474458464
942,1.0,1000.0
943,177.0,-110.06723574698621
944,1.0,1000.0
945,292.0,-108.79666205124664
946,421.0,-118.60565066298533
947,253.0,-112.49092051278842
948,501.0,-88.3573088467846
949,298.0,-107.23576442036695
950,501.0,-109.04851621394593
951,1.0,1000.0
952,295.0,-101.6455842920758
953,106.0,-109.82462551606002
954,368.0,-105.17858603603797
955,1.0,1000.0
956,501.0,-90.98300580160452
957,89.0,-109.27872833712249
958,244.0,-109.94356060072025
959,360.0,-119.21170633554262
960,501.0,-94.37914326473648
961,411.0,-106.63755807783541
962,386.0,1011.8433462863011
963,1.0,1000.0
964,1.0,1000.0
965,291.0,1014.4901363513416
966,446.0,-110.28384865796724
967,501.0,-99.96101940390504
968,501.0,-96.05698285705034
969,136.0,1004.3213454403734
970,290.0,1015.5563999148317
971,233.0,1007.211621292734
